id,year,number,unit,topic,question_text,question_image,table_headers,option_a,option_b,option_c,option_d,option_e,correct_answer,a mark,tagged
2018-06,2018,6,Space,Space Exploration,The communications satellite Iridium-124 has a period of 97 minutes and an orbital height of 630 km.<br>The geostationary satellite Astra-5B has a period of 1440 minutes and an orbital height of 36 000 km.<br><br>A satellite with an orbital height of 23 000 km has a period of,,,62 minutes,97 minutes,835 minutes,1440 minutes,2250 minutes.,C,,1
2018-07,2018,7,Space,Space Exploration,"Far out in space, the rocket engine of a space probe is switched on for a short time causing it to accelerate.<br><br>When the engine is then switched off, the probe will",,,slow down until it stops,follow a curved path,continue to accelerate,move at a constant speed,change direction.,D,,1
2018-08,2018,8,Space,Space Exploration,A spacecraft lands on a distant planet.<br>The gravitational field strength on this planet is 14 N kg⁻¹.<br><br>Which row in the table shows how the mass and weight of the spacecraft on this planet compares with the mass and weight of the spacecraft on Earth?,,Mass on planet|Weight on planet,same as on Earth|greater than on Earth,greater than on Earth|greater than on Earth,same as on Earth|same as on Earth,greater than on Earth|same as on Earth,same as on Earth|less than on Earth,A,1,1
2018-09,2018,9,Space,Cosmology,The distance from the Sun to the star Sirius is 8.6 light years.<br><br>This distance is equivalent to,,,2.2 × 10¹⁴ m,1.4 × 10¹⁵ m,3.4 × 10¹⁵ m,8.1 × 10¹⁶ m,9.5 × 10¹⁶ m.,D,,1
2018-10,2018,10,Space,Cosmology,"Light from a star is split into a line spectrum of different colours.<br>The line spectrum from the star is shown, along with the line spectra of the elements X, Y and Z.[c]{{IMAGE}}[/c]The elements present in this star are",2018_Q10_Diagram.png,,X only,Y only,X and Y only,X and Z only,"X, Y and Z.",C,,1
2018-11,2018,11,Electricity,Electrical Charge Carriers,A student makes the following statements about a.c. and d.c. circuits.<br>[s]I In an a.c. circuit the direction of the current changes regularly.<br>II In a d.c. circuit negative charges flow in one direction only.<br>III In an a.c. circuit the size of the current varies with time.[/s]Which of these statements is/are correct?,,,I only,II only,I and II only,I and III only,"I, II and III",E,,1
2018-12,2018,12,Electricity,Potential Difference (Voltage),"An electric field exists around two point charges  Q and R.<br>The diagram shows the path taken by a charged particle as it travels through the field.<br>The motion of the particle is as shown.[c]{{IMAGE}}[/c]Which row in the table identifies the charge on the particle, the charge on Q and the charge on R?",2018_Q12_Diagram.png,Charge on particle|Charge on \( Q \)|Charge on \( R \),positive|negative|negative,negative|negative|negative,negative|positive|positive,positive|negative|positive,positive|positive|negative,D,1,1
2018-13,2018,13,Electricity,Practical Electrical and Electronic Circuits,"A transistor switching circuit is set up as shown.[c]{{IMAGE}}[/c]The variable resistor is adjusted until the LED switches off.<br>The temperature of the thermistor is now increased.<br>The resistance of the thermistor decreases as the temperature increases.<br><br>Which row in the table describes the effect of this change on the voltage across the thermistor, the voltage across the variable resistor, and whether the LED stays off or switches on?",2018_Q13_Diagram.png,Voltage across the thermistor|Voltage across the variable resistor|LED,decreases|increases|switches on,decreases|decreases|switches on,decreases|decreases|stays off,increases|decreases|stays off,increases|increases|switches on,A,1,1
2018-14,2018,14,Electricity,Practical Electrical and Electronic Circuits,Three resistors are connected as shown.[c]{{IMAGE}}[/c]The resistance between X and Y is,2018_Q14_Diagram.png,,4 Ω,6 Ω,18 Ω,24 Ω,36 Ω.,C,,1
2018-15,2018,15,Electricity,Electrical Power,The filament of a lamp has a resistance of 4.0 Ω.<br>The lamp is connected to a 12 V supply.<br><br>The power developed by the lamp is,,,3 W,36 W,48 W,96 W,576 W.,B,,1
2018-16,2018,16,Properties of Matter,Specific Latent Heat,A block of wax is initially in the solid state.<br>The block of wax is then heated.<br>The graph shows how the temperature of the wax changes with time.[c]{{IMAGE}}[/c]The melting point of the wax is,2018_Q16_Graph.png,,0 °C,20 °C,40 °C,70 °C,80 °C,C,,1
2018-17,2018,17,Properties of Matter,Gas Laws and the Kinetic Model,The pressure of the air outside an aircraft is 0.40 × 10⁵ Pa.<br>The air pressure inside the aircraft cabin is 1.0 × 10⁵ Pa.<br>The area of an external cabin door is 2.0 m².<br><br>The outward force on the door due to the pressure difference is,,,0.30 × 10⁵ N,0.70 × 10⁵ N,1.2 × 10⁵ N,2.0 × 10⁵ N,2.8 × 10⁵ N.,C,1,1
2018-18,2018,18,Properties of Matter,Gas Laws and the Kinetic Model,A solid at a temperature of −20 °C is heated until it becomes a liquid at 70 °C.<br><br>The temperature change in kelvin is,,,50 K,90 K,343 K,363 K,596 K.,B,,1
2018-19,2018,19,Properties of Matter,Gas Laws and the Kinetic Model,A sealed bicycle pump contains 4.0 × 10⁻⁵ m³ of air at a pressure of 1.2 × 10⁵ Pa.<br>The piston of the pump is pushed in until the volume of air in the pump is reduced to 0.80 × 10⁻⁵ m³.<br>During this time the temperature of the air in the pump remains constant.<br><br>The pressure of the air in the pump is now,,,2.4 × 10⁴ Pa,1.2 × 10⁵ Pa,1.5 × 10⁵ Pa,4.4 × 10⁵ Pa,6.0 × 10⁵ Pa.,E,,1
2018-20,2018,20,Waves,Wave Parameters and Behaviours,A student makes the following statements about diffraction.<br>[s]I Diffraction occurs when waves pass from one medium into another.<br>II Waves with a longer wavelength diffract more than waves with a shorter wavelength.<br>III Microwaves diffract more than radio waves.[/s]Which of these statements is/are correct?,,,I only,II only,I and II only,II and III only,"I, II and III",B,,1
2018-21,2018,21,Waves,Electromagnetic Spectrum,The diagram shows part of the electromagnetic spectrum arranged in order of increasing wavelength.[c]{{IMAGE}}[/c]Which row in the table identifies radiation R and describes its frequency?,2018_Q21_Diagram.png,Radiation R|Frequency of radiation R,X-rays|higher frequency than visible light,microwaves|lower frequency than visible light,X-rays|lower frequency than visible light,infrared|lower frequency than visible light,microwaves|higher frequency than visible light,A,,1
2018-22,2018,22,Other,Non Specific,The energy of a water wave can be calculated using<br>$$E = \frac{\rho gA^2}{2}$$<br>where:<br>[s]\( E \) is the energy of the wave in J<br>\( \rho \) is the density of the water in kg m⁻³<br>\( g \) is the gravitational field strength in N kg⁻¹<br>\( A \) is the amplitude of the wave in m.[/s]A wave out at sea has an amplitude of 3.5 m.<br>The density of the sea water is 1.02 × 10³ kg m⁻³.<br><br>The energy of the wave is,,,6.2 × 10³ J,1.7 × 10⁴ J,6.1 × 10⁴ J,1.2 × 10⁵ J,6.1 × 10⁸ J,C,,1
2018-23,2018,23,Radiation,Nuclear Radiation,A sample of tissue receives an equivalent dose rate of 0.40 mSv h⁻¹ from a source of alpha radiation.<br><br>The equivalent dose received by the sample in 30 minutes is,,,0.20 mSv,0.80 mSv,4.0 mSv,12 mSv,720 mSv.,A,,1
2018-24,2018,24,Radiation,Nuclear Radiation,A radioactive source has an initial activity of 200 kBq. After 12 days the activity of the source is 25 kBq.<br><br>The half-life of the source is,,,3 days,4 days,8 days,36 days,48 days.,B,,1
2018-25,2018,25,Radiation,Nuclear Radiation,"In the following passage some words have been replaced by the letters X, Y and Z.<br>[s]During a nuclear ...X... reaction two nuclei of smaller mass number combine to produce a nucleus of larger mass number.<br>These reactions take place at very ...Y... temperatures and are important because they can release ...Z....[/s]Which row in the table shows the missing words?",,X|Y|Z,fusion|low|electrons,fusion|high|energy,fission|high|protons,fission|low|energy,fusion|high|electrons,B,,1
2017-01,2017,1,Dynamics,Energy,A cyclist is travelling along a straight road. The graph shows how the velocity of the cyclist varies with time.[c]{{IMAGE}}[/c]The kinetic energy of the cyclist is greatest at,2017_Q01_Graph.png,,P,Q,R,S,T,A,,1
2017-02,2017,2,Electricity,Electrical Charge Carriers,A circuit is set up as shown.[c]{{IMAGE}}[/c]The reading on ammeter \( A_{1} \) is 5.0 A. The reading on ammeter \( A_{2} \) is 2.0 A.<br><br>The charge passing through the lamp in 30 seconds is,2017_Q02_Circuit.png,,0.1 C,10 C,60 C,90 C,150 C,D,,1
2017-03,2017,3,Electricity,Ohm's Law,A lamp is connected to a constant voltage power supply. The power supply is switched on.<br>The graph shows how the current in the lamp varies with time.[c]{{IMAGE}}[/c]Which row in the table shows what happens to the current and resistance of the lamp between 0.05 s and 0.45 s?,2017_Q03_Graph.png,Current|Resistance,decreases | increases,decreases | stays the same,stays the same | decreases,increases | decreases,increases | increases,A,,1
2017-04,2017,4,Electricity,Practical Electrical and Electronic Circuits,A circuit is set up as shown.[c]{{IMAGE}}[/c]The purpose of the transistor is to,2017_Q04_Circuit.png,,supply energy to the circuit,decrease the voltage across \( R_{1} \),change electrical energy to kinetic energy,supply energy to the motor,switch on the motor,E,,1
2017-05,2017,5,Properties of Matter,Specific Heat Capacity,Five students each carry out an experiment to determine the specific heat capacity of copper. The setup used by each student is shown.[c]{{IMAGE}}[/c]The student with the setup that would allow the most accurate value for the specific heat capacity of copper to be determined is,2017_Q05_Diagram.png,,student 1,student 2,student 3,student 4,student 5,B,,1
2017-06,2017,6,Properties of Matter,Gas Laws and the Kinetic Model,The mass of a spacecraft is 1200 kg.<br>The spacecraft lands on the surface of a planet.<br>The gravitational field strength on the surface of the planet is 5.0 N kg⁻¹.<br>The spacecraft rests on three pads. The total area of the three pads is 1.5 m².<br><br>The pressure exerted by these pads on the surface of the planet is,,,1.2 × 10⁴ Pa,9.0 × 10³ Pa,7.8 × 10³ Pa,4.0 × 10³ Pa,8.0 × 10² Pa,D,1,1
2017-07,2017,7,Properties of Matter,Gas Laws and the Kinetic Model,A solid is heated from −15 °C to 60 °C. The temperature change of the solid is,,,45 K,75 K,258 K,318 K,348 K,B,,1
2017-08,2017,8,Waves,Wave Parameters and Behaviours,"A student makes the following statements about waves.<br>[s]I  In a transverse wave, the particles vibrate parallel to the direction of travel of the wave.<br>II Light waves and water waves are both transverse waves.<br>III Sound waves are longitudinal waves.[/s]Which of these statements is/are correct?",,,I only,II only,III only,I and II only,II and III only,E,,1
2017-09,2017,9,Waves,Wave Parameters and Behaviours,"The diagram represents a wave travelling from X to Y.[c]{{IMAGE}}[/c]The wave travels from X to Y in a time of 0.5 s.<br><br>Which row in the table shows the amplitude, wavelength and frequency of this wave?",2017_Q09_Wave.png,Amplitude (m)|Wavelength (m)|Frequency (Hz),1.3 | 1.5 | 2.0,2.6 | 1.5 | 24,1.3 | 3.0 | 8.0,2.6 | 3.0 | 8.0,1.3 | 3.0 | 24,C,,1
2017-10,2017,10,Waves,Wave Parameters and Behaviours,A microwave signal is transmitted by a radar station.<br>The signal is reflected from an aeroplane.<br>The aeroplane is at a height of 30 km directly above the radar station.<br><br>The time between the signal being transmitted and the reflected signal being received back at the radar station is,,,5 × 10⁻⁵ s,1 × 10⁻⁴ s,2 × 10⁻⁴ s,5 × 10³ s,1 × 10⁴ s,C,1,1
2017-11,2017,11,Waves,Electromagnetic Spectrum,A member of the electromagnetic spectrum has a shorter wavelength than visible light and a lower frequency than X-rays.<br><br>This type of radiation is,,,gamma,ultraviolet,infrared,microwaves,radio waves,B,,1
2017-12,2017,12,Waves,Refraction of Light,The diagram shows the path of a ray of red light as it passes from air into a glass block.[c]{{IMAGE}}[/c]Which row in the table shows the angle of incidence and the angle of refraction?,2017_Q12_RayDiagram.png,Angle of incidence|Angle of refraction,Q | S,S | Q,P | R,R | P,Q | R,A,,1
2017-13,2017,13,Radiation,Nuclear Radiation,A sample of tissue is exposed to 15 µGy of alpha radiation and 20 µGy of gamma radiation.<br><br>The total equivalent dose received by the tissue is,,,35 µSv,320 µSv,415 µSv,700 µSv,735 µSv,B,1,1
2017-14,2017,14,Dynamics,Vectors and Scalars,Two forces act on an object as shown.[c]{{IMAGE}}[/c]The resultant force acting on the object is,2017_Q14_Vectors.png,,50 N at a bearing of 053,50 N at a bearing of 143,50 N at a bearing of 217,50 N at a bearing of 233,50 N at a bearing of 323,C,1,1
2017-15,2017,15,Dynamics,Velocity–Time Graphs,The graph shows how the velocity \( v \) of an object varies with time \( t \).[c]{{IMAGE}}[/c]The graph could represent the motion of,2017_Q15_Graph.png,,a ball falling freely downwards,a rocket accelerating upwards,a ball thrown into the air then falling back to Earth,a ball falling to Earth from rest then rebounding upwards again,a car slowing to a halt then accelerating in the same direction,C,1,1
2017-16,2017,16,Dynamics,Acceleration,A trolley is released from rest at point X and moves with constant acceleration on a slope as shown.[c]{{IMAGE}}[/c]The computer displays the acceleration and average velocity of the trolley between the light gates.<br>The trolley is now released from rest at point Y.<br><br>Which row in the table shows how the acceleration and average velocity compare with the previous results obtained?,2017_Q16_Setup.png,Acceleration|Average velocity,less | same,same | same,greater | greater,less | less,same | less,E,,1
2017-17,2017,17,Dynamics,Newton's Laws,A rocket accelerates vertically upwards from the surface of the Earth.<br>An identical rocket accelerates vertically upwards from the surface of Mars.<br>The engine thrust from each rocket is the same.<br><br>Which row in the table shows how the weight of the rocket and the unbalanced force acting on the rocket compares on Mars and Earth?,,Weight on Mars compared to weight on Earth|Unbalanced force on Mars compared to unbalanced force on Earth,greater | greater,same | same,same | less,less | greater,less | less,D,,1
2017-18,2017,18,Space,Space Exploration,"A satellite is in a circular orbit around a planet.[c]{{IMAGE}}[/c]A group of students make the following statements about the satellite.<br>[s]I  The greater the altitude of a satellite the shorter its orbital period.<br>II The satellite has a constant vertical acceleration.<br>III As the satellite orbits the planet, its vertical velocity increases.[/s]Which of these statements is/are correct?",2017_Q18_Satellite.png,,I only,II only,III only,I and II only,II and III only,B,,1
2017-19,2017,19,Properties of Matter,Specific Latent Heat,A heater transfers energy to boiling water at the rate of 1130 joules every second.<br><br>The maximum mass of water converted to steam in 2 minutes is,,,1.0 × 10⁻³ kg,6.0 × 10⁻² kg,0.41 kg,17 kg,32 kg,B,1,1
2017-20,2017,20,Space,Cosmology,"Light from stars can be split into line spectra of different colours.<br>The line spectra from three stars, X, Y and Z, are shown, along with the line spectra of the elements helium and hydrogen.[c]{{IMAGE}}[/c]Hydrogen and helium are both present in",2017_Q20_Spectra.png,,star X only,star Y only,stars X and Y only,stars X and Z only,"stars X, Y and Z",D,,1
2016-01,2016,1,Electricity,Practical Electrical and Electronic Circuits,The symbol for an electronic component is shown.<br>[c]{{IMAGE}}[/c]This is the symbol for,2016_Q01_Diagram.png,,an LDR,a transistor,an LED,a photovoltaic cell,a thermistor.,C,,1
2016-02,2016,2,Electricity,Potential Difference (Voltage),"A uniform electric field exists between plates Q and R.<br>The diagram shows the path taken by a particle as it passes through the field.<br>[c]{{IMAGE}}[/c]Which row in the table identifies the charge on the particle, the charge on plate Q and the charge on plate R?",2016_Q02_Diagram.png,Charge on particle | Charge on plate Q | Charge on plate R,negative | positive | negative,negative | negative | positive,no charge | negative | positive,no charge | positive | negative,positive | positive | negative,A,,1
2016-03,2016,3,Electricity,Practical Electrical and Electronic Circuits,A circuit is set up as shown.<br>[c]{{IMAGE}}[/c]The reading on ammeter \( A_{1} \) is 5.0 A.<br>The reading on ammeter \( A_{2} \) is 2.0 A.<br>The reading on ammeter \( A_{4} \) is 1.0 A.<br><br>Which row in the table shows the reading on ammeters \( A_{3} \) and \( A_{5} \)?,2016_Q03_Diagram.png,Reading on ammeter \( A_{3} \) (A) | Reading on ammeter \( A_{5} \) (A),2.0 | 1.0,3.0 | 1.0,2.0 | 4.0,3.0 | 4.0,5.0 | 5.0,D,,1
2016-04,2016,4,Electricity,Practical Electrical and Electronic Circuits,Two resistors are connected as shown.<br>[c]{{IMAGE}}[/c]The total resistance between P and Q is,2016_Q04_Diagram.png,,0.17 Ω,3.0 Ω,6.0 Ω,16 Ω,32 Ω.,C,,1
2016-05,2016,5,Properties of Matter,Gas Laws and the Kinetic Model,A block has the dimensions shown.<br>[c]{{IMAGE}}[/c]The block is placed so that one of the surfaces is in contact with a smooth table top.<br>The weight of the block is 4.90 N.<br><br>The minimum pressure exerted by the block on the table top is,2016_Q05_Diagram.png,,25 Pa,245 Pa,490 Pa,980 Pa,4900 Pa.,B,1,1
2016-06,2016,6,Properties of Matter,Gas Laws and the Kinetic Model,A syringe is connected to a pressure meter as shown.<br>[c]{{IMAGE}}[/c]The syringe contains a fixed mass of air of volume 150 mm³.<br>The reading on the pressure meter is 120 kPa.<br>The volume of air inside the syringe is now changed to 100 mm³.<br>The temperature of the air in the syringe remains constant.<br><br>The reading on the pressure meter is now,2016_Q06_Diagram.png,,80 kPa,125 kPa,180 kPa,80 000 kPa,180 000 kPa.,C,,1
2016-07,2016,7,Properties of Matter,Gas Laws and the Kinetic Model,A sample of an ideal gas is enclosed in a sealed container.<br><br>Which graph shows how the pressure \( p \) of the gas varies with the temperature \( T \) of the gas?,,,[IMG]2016_Q07_A.png,[IMG]2016_Q07_B.png,[IMG]2016_Q07_C.png,[IMG]2016_Q07_D.png,[IMG]2016_Q07_E.png,A,1,1
2016-08,2016,8,Waves,Wave Parameters and Behaviours,A student makes the following statements about waves.<br>[s]I Waves transfer energy.<br>II A wave with a short wavelength diffracts more than a wave with a long wavelength.<br>III The amplitude of a wave depends on its wavelength.[/s]Which of these statements is/are correct?,,,I only,II only,III only,I and II only,I and III only,A,,1
2016-09,2016,9,Waves,Wave Parameters and Behaviours,The diagram represents a wave.<br>[c]{{IMAGE}}[/c]The wavelength of the wave is the horizontal distance between points,2016_Q09_Diagram.png,,P and Q,P and S,Q and R,R and S,S and T.,E,,1
2016-10,2016,10,Waves,Wave Parameters and Behaviours,The diagram represents the position of the crests of waves 3 seconds after a stone is thrown into a pool of still water.<br>[c]{{IMAGE}}[/c]Which row in the table shows the speed and the frequency of the waves?,2016_Q10_Diagram.png,Speed (\( \text{m s}^{-1} \)) | Frequency (Hz),0.33 | 3,0.33 | 1,1.0 | 1,1.0 | 3,1.0 | 4,C,1,1
2016-11,2016,11,Waves,Refraction of Light,A ray of red light passes through a double glazed window.<br><br>Which diagram shows the path of the ray as it passes through the window?,,,[IMG]2016_Q11_A.png,[IMG]2016_Q11_B.png,[IMG]2016_Q11_C.png,[IMG]2016_Q11_D.png,[IMG]2016_Q11_E.png,A,1,1
2016-12,2016,12,Radiation,Nuclear Radiation,Which row in the table shows how the mass and charge of an alpha particle compares to the mass and charge of a beta particle?,,Mass of an alpha particle compared to mass of a beta particle | Charge on an alpha particle compared to charge on a beta particle,larger | same,larger | opposite,same | same,smaller | opposite,smaller | same,B,,1
2016-13,2016,13,Radiation,Nuclear Radiation,During ionisation an atom becomes a positive ion.<br><br>Which of the following has been removed from the atom?,,,An alpha particle,An electron,A gamma ray,A neutron,A proton,B,,1
2016-14,2016,14,Dynamics,Vectors and Scalars,Which of the following is a vector quantity?,,,Mass,Time,Speed,Kinetic energy,Acceleration,E,,1
2016-15,2016,15,Dynamics,Velocity–Time Graphs,A ball moves along a horizontal frictionless surface and down a slope as shown.<br>[c]{{IMAGE}}[/c]Which of the following graphs shows how the speed of the ball varies with time as it travels from P to Q?,2016_Q15_Diagram.png,,[IMG]2016_Q15_A.png,[IMG]2016_Q15_B.png,[IMG]2016_Q15_C.png,[IMG]2016_Q15_D.png,[IMG]2016_Q15_E.png,D,,1
2016-16,2016,16,Dynamics,Energy,A cyclist is travelling at 10 m s⁻¹ along a level road.<br>The cyclist applies the brakes and comes to rest in a time of 5 s.<br>The combined mass of the cycle and cyclist is 80 kg.<br><br>The maximum energy converted to heat by the brakes is,,,160 J,400 J,800 J,4000 J,8000 J.,D,1,1
2016-17,2016,17,Dynamics,Newton's Laws,A rocket is taking off from the surface of the Earth.<br>The rocket engines exert a force on the exhaust gases.<br><br>Which of the following is the reaction to this force?,,,The force of the Earth on the exhaust gases.,The force of the Earth on the rocket engines.,The force of the rocket engines on the Earth.,The force of the exhaust gases on the Earth.,The force of the exhaust gases on the rocket engines.,E,,1
2016-18,2016,18,Dynamics,Projectile Motion,A ball is projected horizontally with a velocity of 1.5 m s⁻¹ from a cliff as shown.<br>[c]{{IMAGE}}[/c]The ball hits the ground 1.2 s after it leaves the cliff.<br>The effects of air resistance are negligible.<br><br>Which row in the table shows the horizontal velocity and vertical velocity of the ball just before it hits the ground?,2016_Q18_Diagram.png,Horizontal velocity (m s⁻¹) | Vertical velocity (m s⁻¹),12 | 12,12 | 1.5,1.5 | 12,1.5 | 13,0 | 12,C,1,1
2016-19,2016,19,Properties of Matter,Specific Latent Heat,The minimum amount of energy required to change 0.5 kg of water at its boiling point into steam at the same temperature is,,,2.09 x 10³ J,1.67 x 10⁵ J,3.34 x 10⁵ J,1.13 x 10⁶ J,2.26 x 10⁶ J,D,,1
2016-20,2016,20,Space,Cosmology,A student makes the following statements about the Universe.<br>[s]I The Big Bang Theory is a theory about the origin of the Universe.<br>II The Universe is approximately 14 million years old.<br>III The Universe is expanding.[/s]Which of these statements is/are correct?,,,I only,II only,I and II only,I and III only,"I, II and III.",D,,1
2015-01,2015,1,Electricity,Ohm's Law,"Two circuits are set up as shown.[c]{{IMAGE}}[/c]Both circuits are used to determine the resistance of resistor \( R \).<br><br>Which row in the table identifies meter X, meter Y and meter Z?",2015_Q01_Diagram.png,meter X|meter Y|meter Z,ohmmeter|voltmeter|ammeter,ohmmeter|ammeter|voltmeter,voltmeter|ammeter|ohmmeter,ammeter|voltmeter|ohmmeter,voltmeter|ohmmeter|ammeter,A,,1
2015-02,2015,2,Electricity,Potential Difference (Voltage),Which of the following statements is/are correct?<br>[s]I The voltage of a battery is the number of joules of energy it gives to each coulomb of charge.<br>II A battery only has a voltage when it is connected in a complete circuit.<br>III Electrons are free to move within an insulator.[/s],,,I only,II only,III only,II and III only,"I, II and III",A,,1
2015-03,2015,3,Electricity,Practical Electrical and Electronic Circuits,A circuit is set up as shown.[c]{{IMAGE}}[/c]The resistance between X and Y is,2015_Q03_Diagram.png,,1.3 Ω,4.5 Ω,6.0 Ω,8.0 Ω,12 Ω,C,,1
2015-04,2015,4,Electricity,Electrical Power,The rating plate on an electrical appliance is shown.[c]{{IMAGE}}[/c]The resistance of this appliance is,2015_Q04_Plate.png,,0.017 Ω,0.25 Ω,4.0 Ω,18.4 Ω,57.5 Ω,E,,1
2015-05,2015,5,Properties of Matter,Gas Laws and the Kinetic Model,A syringe containing air is sealed at one end as shown.[c]{{IMAGE}}[/c]The piston is pushed in slowly.<br>There is no change in temperature of the air inside the syringe.<br><br>Which of the following statements describes and explains the change in pressure of the air in the syringe?,2015_Q05_Diagram.png,,The pressure increases because the air particles have more kinetic energy.,The pressure increases because the air particles hit the sides of the syringe more frequently.,The pressure increases because the air particles hit the sides of the syringe less frequently.,The pressure decreases because the air particles hit the sides of the syringe with less force.,The pressure decreases because the air particles have less kinetic energy.,B,,1
2015-06,2015,6,Properties of Matter,Gas Laws and the Kinetic Model,The pressure of a fixed mass of gas is 150 kPa at a temperature of 27 °C.<br>The temperature of the gas is now increased to 47 °C.<br>The volume of the gas remains constant.<br><br>The pressure of the gas is now,,,86 kPa,141 kPa,150 kPa,160 kPa,261 kPa,D,1,1
2015-07,2015,7,Waves,Wave Parameters and Behaviours,The diagram represents a water wave.[c]{{IMAGE}}[/c]The wavelength of the water wave is,2015_Q07_Diagram.png,,2 mm,3 mm,4 mm,6 mm,18 mm,D,,1
2015-08,2015,8,Waves,Electromagnetic Spectrum,A student makes the following statements about different types of electromagnetic waves.<br>[s]I Light waves are transverse waves.<br>II Radio waves travel at 340 m s⁻¹ through air.<br>III Ultraviolet waves have a longer wavelength than infrared waves.[/s]Which of these statements is/are correct?,,,I only,I and II only,I and III only,II and III only,"I, II and III",A,,1
2015-09,2015,9,Radiation,Nuclear Radiation,Alpha radiation ionises an atom.<br><br>Which statement describes what happens to the atom?,,,The atom splits in half.,The atom releases a neutron.,The atom becomes positively charged.,The atom gives out gamma radiation.,The atom releases heat.,C,,1
2015-10,2015,10,Radiation,Nuclear Radiation,A sample of tissue is irradiated using a radioactive source.<br>A student makes the following statements.<br><br>The equivalent dose received by the tissue is<br>[s]I reduced by shielding the tissue with a lead screen<br>II increased as the distance from the source to the tissue is increased<br>III increased by increasing the time of exposure of the tissue to the radiation.[/s]Which of the statements is/are correct?,,,I only,II only,I and II only,II and III only,I and III only,E,,1
2015-11,2015,11,Radiation,Nuclear Radiation,A sample of tissue receives an absorbed dose of 16 µGy from alpha particles.<br>The radiation weighting factor for alpha particles is 20.<br><br>The equivalent dose received by the sample is,,,0.80 µSv,1.25 µSv,4 µSv,36 µSv,320 µSv,E,,1
2015-12,2015,12,Radiation,Nuclear Radiation,"For a particular radioactive source, 240 atoms decay in 1 minute.<br><br>The activity of this source is",,,4 Bq,180 Bq,240 Bq,300 Bq,14400 Bq,A,,1
2015-13,2015,13,Radiation,Nuclear Radiation,"The letters X, Y and Z represent missing words from the following passage.<br>[s]During a nuclear ...<strong>X</strong>... reaction two nuclei of smaller mass number combine to produce a nucleus of larger mass number.<br>During a nuclear ...<strong>Y</strong>... reaction a nucleus of larger mass number splits into two nuclei of smaller mass number.<br>Both of these reactions are important because these processes can release ...<strong>Z</strong>....[/s]<Which row in the table shows the missing words?",,X|Y|Z,fusion|fission|electrons,fission|fusion|energy,fusion|fission|protons,fission|fusion|protons,fusion|fission|energy,E,,1
2015-14,2015,14,Dynamics,Vectors and Scalars,Which of the following quantities is fully described by its magnitude?,,,Force,Displacement,Energy,Velocity,Acceleration,C,,1
2015-15,2015,15,Dynamics,Acceleration,"The table shows the velocities of three objects X, Y and Z over a period of 3 seconds.<br>Each object is moving in a straight line.<br>[t]Time (s)|0|1|2|3<br><strong>Velocity of X (m s⁻¹)</strong>|2|4|6|8<br><strong>Velocity of Y (m s⁻¹)</strong>|0|1|2|3<br><strong>Velocity of Z (m s⁻¹)</strong>|0|2|5|9[/t]<br>Which of the following statements is/are correct?<br>[s]I X moves with constant velocity.<br>II Y moves with constant acceleration.<br>III Z moves with constant acceleration.[/s]",,,I only,II only,I and II only,I and III only,II and III only,B,1,1
2015-16,2015,16,Dynamics,Energy,A car of mass 1200 kg is travelling along a straight level road at a constant speed of 20 m s⁻¹.<br>The driving force on the car is 2500 N. The frictional force on the car is 2500 N.[c]{{IMAGE}}[/c]The work done moving the car between point X and point Y is,2015_Q16_Diagram.png,,0 J,11 800 J,125 000 J,240 000 J,250 000 J,C,1,1
2015-17,2015,17,Dynamics,Newton's Laws,A person sits on a chair which rests on the Earth. The person exerts a downward force on the chair.[c]{{IMAGE}}[/c]Which of the following is the reaction to this force?,2015_Q17_Image.png,,The force of the chair on the person,The force of the person on the chair,The force of the Earth on the person,The force of the chair on the Earth,The force of the person on the Earth,A,,1
2015-18,2015,18,Dynamics,Newton's Laws,A package falls vertically from a helicopter. After some time the package reaches its terminal velocity.<br>A group of students make the following statements about the package when it reaches its terminal velocity.<br>[s]I The weight of the package is less than the air resistance acting on the package.<br>II The forces acting on the package are balanced.<br>III The package is accelerating towards the ground at 9.8 m s⁻².[/s]Which of these statements is/are correct?,,,I only,II only,III only,I and III only,II and III only,B,1,1
2015-19,2015,19,Space,Cosmology,The distance from the Sun to Proxima Centauri is 4.3 light years.<br><br>This distance is equivalent to,,,1.4 × 10⁸ m,1.6 × 10¹⁴ m,6.8 × 10¹⁴ m,9.5 × 10¹⁵ m,4.1 × 10¹⁶ m,E,,1
2015-20,2015,20,Space,Cosmology,"Light from a star is split into a line spectrum of different colours. The line spectrum from the star is shown, along with the line spectra of the elements calcium, helium, hydrogen and sodium.[c]{{IMAGE}}[/c]The elements present in this star are",2015_Q20_Spectrum.png,,sodium and calcium,calcium and helium,hydrogen and sodium,helium and hydrogen,"calcium, sodium and hydrogen",D,,1
2014-01,2014,1,Electricity,Potential Difference (Voltage),The voltage of an electrical supply is a measure of the,,,resistance of the circuit,speed of the charges in the circuit,power developed in the circuit,energy given to the charges in the circuit,current in the circuit.,D,,1
